recorded_at,temperature_c,humidity_rh,nh3_ppm,temp_status,humid_status,amonia_status,overall_status,is_anomaly,source
2025-10-05T21:32:00Z,29.99,79.27,3.69,1,1,0,bagus,0,synthetic
2025-10-17T20:42:00Z,25.68,87.75,12.31,0,1,0,sedang,0,synthetic
2025-10-21T08:43:00Z,22.29,77.2,7.57,0,1,0,sedang,0,synthetic
2025-11-29T21:25:17Z,32.83,70.06,0.19,2,0,0,buruk,0,real
2025-10-15T07:14:00Z,30.34,78.21,7.45,2,1,0,sedang,0,synthetic
2025-11-30T01:44:22Z,32.96,70.21,0.17,2,0,0,buruk,0,real
2025-10-07T01:03:00Z,26.87,85.48,12.98,1,1,0,bagus,0,synthetic
2025-10-06T12:32:00Z,28.62,76.84,12.68,1,1,0,bagus,0,synthetic
2025-11-27T01:48:52Z,32.74,69.59,0.19,2,0,0,buruk,0,real
2025-10-07T17:50:00Z,28.71,76.74,6.29,1,1,0,bagus,0,synthetic
2025-10-15T00:53:00Z,24.85,91.41,13.09,0,2,0,buruk,0,synthetic
2025-10-01T16:10:00Z,26.73,88.32,1.23,1,1,0,bagus,0,synthetic
2025-11-28T01:50:22Z,32.68,69.73,0.17,2,0,0,buruk,0,real
2025-10-05T13:24:00Z,27.45,83.49,6.4,1,1,0,bagus,0,synthetic
2025-10-03T20:11:00Z,29.85,88.08,3.29,1,1,0,bagus,0,synthetic
2025-11-27T15:16:09Z,32.78,70.76,0.17,2,0,0,buruk,0,real
2025-10-03T13:16:00Z,28.31,81.21,13.64,1,1,0,bagus,0,synthetic
2025-11-29T11:25:04Z,33.1,69.93,0.18,2,0,0,buruk,0,real
2025-10-21T10:46:00Z,26.02,62.25,10.49,1,0,0,sedang,0,synthetic
2025-10-01T07:43:00Z,28.01,87.94,4.51,1,1,0,bagus,0,synthetic
2025-11-24T18:15:42Z,32.05,72.79,0.17,2,0,0,buruk,0,real
2025-10-03T01:49:00Z,26.03,89.23,4.48,1,1,0,bagus,0,synthetic
2025-11-28T11:03:34Z,32.81,70.46,0.17,2,0,0,buruk,0,real
2025-10-18T17:18:00Z,32.19,78.66,13.39,2,1,0,sedang,0,synthetic
2025-11-25T12:07:05Z,32.34,71.77,0.18,2,0,0,buruk,0,real
2025-10-07T18:24:00Z,27.94,86.56,3.87,1,1,0,bagus,0,synthetic
2025-10-03T08:16:00Z,27.29,76.51,10.52,1,1,0,bagus,0,synthetic
2025-10-02T16:50:00Z,26.59,78.21,10.14,1,1,0,bagus,0,synthetic
2025-11-28T22:36:48Z,32.62,68.75,0.18,2,0,0,buruk,0,real
2025-11-26T11:11:34Z,32.69,70.65,0.17,2,0,0,buruk,0,real
2025-11-24T08:58:32Z,31.98,71.68,0.17,2,0,0,buruk,0,real
2025-10-21T07:06:00Z,24.95,79.19,6.39,0,1,0,sedang,0,synthetic
2025-10-15T15:32:00Z,31.47,73.99,6.98,2,0,0,buruk,0,synthetic
2025-10-15T16:01:00Z,33.25,77.09,8.7,2,1,0,sedang,0,synthetic
2025-10-01T14:36:00Z,26.75,80.27,4.31,1,1,0,bagus,0,synthetic
2025-10-04T12:50:00Z,27.02,88.63,5.53,1,1,0,bagus,0,synthetic
2025-11-24T12:38:35Z,32.05,72.39,0.26,2,0,0,buruk,0,real
2025-10-15T01:10:00Z,23.0,83.67,5.81,0,1,0,sedang,0,synthetic
2025-10-18T21:22:00Z,29.99,94.33,5.02,1,2,0,sedang,0,synthetic
2025-10-01T03:20:00Z,29.2,82.62,7.47,1,1,0,bagus,0,synthetic
2025-11-28T13:45:37Z,32.93,71.08,0.3,2,0,0,buruk,0,real
2025-10-07T18:54:00Z,28.23,80.85,9.78,1,1,0,bagus,0,synthetic
2025-11-28T15:06:39Z,32.96,71.23,0.2,2,0,0,buruk,0,real
2025-11-27T06:06:57Z,32.95,69.34,0.17,2,0,0,buruk,0,real
2025-11-26T23:49:49Z,32.51,69.92,0.17,2,0,0,buruk,0,real
2025-11-26T06:42:28Z,32.59,69.95,0.17,2,0,0,buruk,0,real
2025-11-27T20:21:15Z,32.65,69.88,0.17,2,0,0,buruk,0,real
2025-11-26T08:54:31Z,32.68,69.66,0.17,2,0,0,buruk,0,real
2025-10-01T22:46:00Z,26.03,83.55,10.4,1,1,0,bagus,0,synthetic
2025-10-15T06:05:00Z,22.78,80.2,12.73,0,1,0,sedang,0,synthetic
2025-10-18T23:47:00Z,27.85,91.58,11.15,1,2,0,sedang,0,synthetic
2025-11-24T06:16:28Z,31.84,73.26,0.17,2,0,0,buruk,0,real
2025-11-25T11:37:04Z,32.34,71.73,0.17,2,0,0,buruk,0,real
2025-11-25T08:13:00Z,32.19,70.62,0.17,2,0,0,buruk,0,real
2025-10-07T00:34:00Z,27.36,76.98,2.82,1,1,0,bagus,0,synthetic
2025-10-18T05:39:00Z,24.54,83.27,12.68,0,1,0,sedang,0,synthetic
2025-10-18T17:22:00Z,31.2,90.27,2.55,2,2,0,buruk,0,synthetic
2025-10-04T09:23:00Z,27.8,79.24,9.71,1,1,0,bagus,0,synthetic
2025-11-26T23:44:49Z,32.5,69.99,0.17,2,0,0,buruk,0,real
2025-10-01T15:09:00Z,29.91,77.6,5.92,1,1,0,bagus,0,synthetic
2025-10-16T10:46:00Z,33.49,82.79,11.45,2,1,0,sedang,0,synthetic
2025-10-19T17:46:00Z,27.65,72.69,1.5,1,0,0,sedang,0,synthetic
2025-11-27T14:34:08Z,32.75,70.44,0.17,2,0,0,buruk,0,real
2025-11-26T05:41:27Z,32.52,70.27,0.17,2,0,0,buruk,0,real
2025-10-07T19:53:00Z,26.48,84.62,14.81,1,1,0,bagus,0,synthetic
2025-10-21T23:24:00Z,26.9,62.89,5.07,1,0,0,sedang,0,synthetic
2025-10-21T11:41:00Z,27.22,90.39,11.91,1,2,0,sedang,0,synthetic
2025-10-19T17:52:00Z,23.91,83.25,1.61,0,1,0,sedang,0,synthetic
2025-10-18T15:42:00Z,25.87,91.88,12.67,0,2,0,buruk,0,synthetic
2025-10-07T03:09:00Z,29.61,82.61,4.69,1,1,0,bagus,0,synthetic
2025-10-02T01:15:00Z,27.37,88.69,13.26,1,1,0,bagus,0,synthetic
2025-10-19T05:39:00Z,29.75,90.41,7.27,1,2,0,sedang,0,synthetic
2025-10-21T03:15:00Z,30.28,74.09,3.92,2,0,0,buruk,0,synthetic
2025-11-26T03:05:23Z,32.41,71.78,0.17,2,0,0,buruk,0,real
2025-11-23T20:45:17Z,31.72,72.43,0.17,2,0,0,buruk,0,real
2025-10-03T04:35:00Z,27.81,83.43,3.71,1,1,0,bagus,0,synthetic
2025-11-27T14:29:08Z,32.74,70.52,0.23,2,0,0,buruk,0,real
2025-11-24T19:51:44Z,32.0,71.49,0.23,2,0,0,buruk,0,real
2025-10-01T20:33:00Z,27.75,85.32,10.57,1,1,0,bagus,0,synthetic
2025-11-23T21:25:17Z,31.67,72.78,0.18,2,0,0,buruk,0,real
2025-10-07T15:45:00Z,26.62,78.58,3.77,1,1,0,bagus,0,synthetic
2025-10-21T23:10:00Z,31.86,86.32,11.36,2,1,0,sedang,0,synthetic
2025-11-23T14:12:08Z,31.98,72.99,0.17,2,0,0,buruk,0,real
2025-11-24T04:37:26Z,31.93,73.38,0.17,2,0,0,buruk,0,real
2025-10-15T05:44:00Z,32.76,77.14,0.8,2,1,0,sedang,0,synthetic
2025-10-20T17:37:00Z,30.55,84.41,13.45,2,1,0,sedang,0,synthetic
2025-10-17T02:12:00Z,25.45,83.66,3.03,0,1,0,sedang,0,synthetic
2025-10-20T02:27:00Z,22.55,79.62,13.37,0,1,0,sedang,0,synthetic
2025-10-16T09:57:00Z,27.4,93.24,7.59,1,2,0,sedang,0,synthetic
2025-11-29T20:45:16Z,32.76,70.02,0.17,2,0,0,buruk,0,real
2025-11-25T14:03:07Z,32.38,72.05,0.23,2,0,0,buruk,0,real
2025-10-19T11:51:00Z,26.45,61.01,11.44,1,0,0,sedang,0,synthetic
2025-11-23T22:40:19Z,31.71,72.83,0.17,2,0,0,buruk,0,real
2025-10-21T01:39:00Z,25.56,72.94,12.88,0,0,0,buruk,0,synthetic
2025-10-15T05:37:00Z,31.51,91.23,5.47,2,2,0,buruk,0,synthetic
2025-10-01T16:32:00Z,26.95,81.68,0.5,1,1,0,bagus,0,synthetic
2025-10-17T19:30:00Z,32.65,78.45,9.11,2,1,0,sedang,0,synthetic
2025-10-06T07:00:00Z,27.15,86.56,5.12,1,1,0,bagus,0,synthetic
2025-10-18T03:29:00Z,30.29,71.58,11.67,2,0,0,buruk,0,synthetic
2025-10-17T21:07:00Z,26.18,93.13,8.25,1,2,0,sedang,0,synthetic
2025-11-28T14:47:38Z,32.99,71.15,0.18,2,0,0,buruk,0,real
2025-10-05T04:33:00Z,26.84,81.4,7.19,1,1,0,bagus,0,synthetic
2025-11-29T01:39:52Z,32.83,69.0,0.17,2,0,0,buruk,0,real
2025-11-25T13:53:07Z,32.38,72.06,0.22,2,0,0,buruk,0,real
2025-10-05T10:19:00Z,27.13,77.3,7.44,1,1,0,bagus,0,synthetic
2025-10-01T21:17:00Z,26.13,89.89,12.91,1,1,0,bagus,0,synthetic
2025-10-02T06:48:00Z,26.08,76.56,10.51,1,1,0,bagus,0,synthetic
2025-10-07T22:31:00Z,28.31,88.76,7.02,1,1,0,bagus,0,synthetic
2025-11-30T06:07:28Z,33.16,68.42,0.17,2,0,0,buruk,0,real
2025-10-18T01:25:00Z,32.99,79.11,11.32,2,1,0,sedang,0,synthetic
2025-11-23T15:44:10Z,31.89,73.17,0.17,2,0,0,buruk,0,real
2025-10-15T01:06:00Z,22.81,76.16,9.27,0,1,0,sedang,0,synthetic
2025-11-28T02:33:23Z,32.71,70.0,0.17,2,0,0,buruk,0,real
2025-10-06T13:34:00Z,28.96,82.58,10.79,1,1,0,bagus,0,synthetic
2025-11-29T08:51:01Z,33.03,68.35,0.17,2,0,0,buruk,0,real
2025-10-03T08:27:00Z,29.65,84.69,0.5,1,1,0,bagus,0,synthetic
2025-11-29T03:13:54Z,32.86,70.02,0.17,2,0,0,buruk,0,real
2025-11-23T17:47:13Z,31.91,72.93,0.25,2,0,0,buruk,0,real
2025-10-05T14:32:00Z,29.88,85.43,8.23,1,1,0,bagus,0,synthetic
2025-10-20T18:25:00Z,26.46,91.42,4.86,1,2,0,sedang,0,synthetic
2025-11-29T15:29:09Z,32.87,68.23,0.19,2,0,0,buruk,0,real
2025-10-03T09:05:00Z,28.04,77.65,14.25,1,1,0,bagus,0,synthetic
2025-11-24T06:57:29Z,31.91,72.55,0.17,2,0,0,buruk,0,real
2025-10-18T13:40:00Z,25.24,85.27,7.65,0,1,0,sedang,0,synthetic
2025-10-20T14:04:00Z,25.63,91.78,3.97,0,2,0,buruk,0,synthetic
2025-11-25T17:26:11Z,32.48,72.04,0.17,2,0,0,buruk,0,real
2025-10-04T10:24:00Z,27.01,79.07,4.91,1,1,0,bagus,0,synthetic
2025-10-06T21:53:00Z,28.93,87.58,14.79,1,1,0,bagus,0,synthetic
2025-10-17T13:47:00Z,26.04,91.74,7.5,1,2,0,sedang,0,synthetic
2025-10-17T14:27:00Z,31.62,73.27,2.57,2,0,0,buruk,0,synthetic
2025-10-19T01:48:00Z,27.87,90.31,12.81,1,2,0,sedang,0,synthetic
2025-11-28T07:16:29Z,32.86,70.43,0.17,2,0,0,buruk,0,real
2025-11-26T03:34:24Z,32.38,71.33,0.17,2,0,0,buruk,0,real
2025-11-30T09:19:32Z,33.18,68.52,0.17,2,0,0,buruk,0,real
2025-10-05T02:01:00Z,29.8,78.62,7.62,1,1,0,bagus,0,synthetic
2025-10-18T17:14:00Z,31.48,84.51,9.13,2,1,0,sedang,0,synthetic
2025-10-03T15:50:00Z,26.11,77.11,10.19,1,1,0,bagus,0,synthetic
2025-11-29T02:08:53Z,32.82,69.52,0.17,2,0,0,buruk,0,real
2025-10-21T00:15:00Z,30.78,75.44,13.94,2,1,0,sedang,0,synthetic
2025-10-16T10:55:00Z,26.22,66.52,3.77,1,0,0,sedang,0,synthetic
2025-11-28T16:44:41Z,32.96,71.45,0.17,2,0,0,buruk,0,real
2025-10-07T12:26:00Z,27.55,88.57,4.43,1,1,0,bagus,0,synthetic
2025-10-20T18:02:00Z,24.72,89.6,13.16,0,1,0,sedang,0,synthetic
2025-10-02T09:06:00Z,27.19,87.75,1.14,1,1,0,bagus,0,synthetic
2025-10-18T20:12:00Z,31.19,72.42,7.7,2,0,0,buruk,0,synthetic
2025-10-18T12:43:00Z,31.13,92.92,4.67,2,2,0,buruk,0,synthetic
2025-10-17T09:57:00Z,32.55,78.47,4.54,2,1,0,sedang,0,synthetic
2025-11-28T03:49:25Z,32.75,70.4,0.17,2,0,0,buruk,0,real
2025-11-29T00:31:51Z,32.75,68.89,0.19,2,0,0,buruk,0,real
2025-10-21T16:17:00Z,29.35,93.2,4.06,1,2,0,sedang,0,synthetic
2025-11-23T23:14:20Z,31.63,73.16,0.17,2,0,0,buruk,0,real
2025-10-17T14:21:00Z,27.81,92.9,9.19,1,2,0,sedang,0,synthetic
2025-10-17T03:56:00Z,23.21,78.48,14.78,0,1,0,sedang,0,synthetic
2025-10-02T00:21:00Z,27.74,78.89,1.98,1,1,0,bagus,0,synthetic
2025-10-16T01:15:00Z,30.19,82.75,12.1,2,1,0,sedang,0,synthetic
2025-10-21T07:31:00Z,30.38,90.51,9.48,2,2,0,buruk,0,synthetic
2025-10-07T15:07:00Z,28.56,79.75,5.95,1,1,0,bagus,0,synthetic
2025-11-24T00:53:22Z,31.78,73.3,0.17,2,0,0,buruk,0,real
2025-10-02T00:38:00Z,27.53,77.43,6.43,1,1,0,bagus,0,synthetic
2025-10-01T09:39:00Z,28.6,85.55,12.69,1,1,0,bagus,0,synthetic
2025-10-21T18:30:00Z,30.72,90.65,3.14,2,2,0,buruk,0,synthetic
2025-10-18T06:32:00Z,26.56,92.27,13.34,1,2,0,sedang,0,synthetic
2025-10-19T03:20:00Z,31.92,91.06,11.09,2,2,0,buruk,0,synthetic
2025-10-21T13:27:00Z,24.98,91.44,3.43,0,2,0,buruk,0,synthetic
2025-11-30T00:09:20Z,32.82,70.16,0.17,2,0,0,buruk,0,real
2025-10-02T08:46:00Z,26.58,76.7,7.56,1,1,0,bagus,0,synthetic
2025-10-03T03:03:00Z,26.53,76.15,9.01,1,1,0,bagus,0,synthetic
2025-11-28T19:23:44Z,32.85,70.87,0.17,2,0,0,buruk,0,real
2025-10-03T15:33:00Z,28.97,81.23,10.88,1,1,0,bagus,0,synthetic
2025-10-18T17:04:00Z,28.87,93.98,6.68,1,2,0,sedang,0,synthetic
2025-11-24T23:26:49Z,31.95,71.62,0.17,2,0,0,buruk,0,real
2025-11-27T09:15:01Z,32.75,70.36,0.17,2,0,0,buruk,0,real
2025-10-18T17:33:00Z,25.45,76.1,11.99,0,1,0,sedang,0,synthetic
2025-11-25T21:51:17Z,32.4,71.79,0.17,2,0,0,buruk,0,real
2025-10-16T14:20:00Z,22.18,85.67,13.5,0,1,0,sedang,0,synthetic
2025-11-30T03:19:24Z,33.05,69.99,0.17,2,0,0,buruk,0,real
2025-10-15T19:28:00Z,29.72,62.16,11.45,1,0,0,sedang,0,synthetic
2025-10-17T00:23:00Z,29.86,90.77,6.71,1,2,0,sedang,0,synthetic
2025-10-20T13:42:00Z,25.26,88.73,9.9,0,1,0,sedang,0,synthetic
2025-10-03T06:21:00Z,27.44,78.84,13.79,1,1,0,bagus,0,synthetic
2025-11-26T23:01:48Z,32.48,70.0,0.17,2,0,0,buruk,0,real
2025-11-24T16:20:40Z,32.03,72.5,0.19,2,0,0,buruk,0,real
2025-10-16T10:25:00Z,25.23,80.78,7.34,0,1,0,sedang,0,synthetic
2025-11-29T10:25:03Z,33.0,69.2,0.17,2,0,0,buruk,0,real
2025-11-28T04:01:25Z,32.72,70.63,0.17,2,0,0,buruk,0,real
2025-11-27T20:37:16Z,32.68,69.79,0.17,2,0,0,buruk,0,real
2025-11-28T23:25:49Z,32.61,68.84,0.17,2,0,0,buruk,0,real
2025-11-29T15:31:09Z,32.89,68.35,0.18,2,0,0,buruk,0,real
2025-11-27T14:00:07Z,32.75,70.55,0.17,2,0,0,buruk,0,real
2025-10-03T16:00:00Z,27.37,82.49,3.17,1,1,0,bagus,0,synthetic
2025-11-29T06:30:58Z,32.93,69.35,0.17,2,0,0,buruk,0,real
2025-11-30T01:36:22Z,32.93,70.2,0.17,2,0,0,buruk,0,real
2025-10-07T23:09:00Z,29.97,84.67,3.88,1,1,0,bagus,0,synthetic
2025-10-20T22:56:00Z,32.18,81.43,7.06,2,1,0,sedang,0,synthetic
2025-11-26T10:58:33Z,32.67,70.8,0.17,2,0,0,buruk,0,real
2025-10-17T11:03:00Z,31.24,73.61,6.62,2,0,0,buruk,0,synthetic
2025-10-02T03:57:00Z,28.44,87.82,6.75,1,1,0,bagus,0,synthetic
2025-10-03T02:43:00Z,29.12,83.7,3.75,1,1,0,bagus,0,synthetic
2025-10-05T09:10:00Z,27.76,87.2,7.57,1,1,0,bagus,0,synthetic
2025-10-15T04:50:00Z,25.23,86.81,5.24,0,1,0,sedang,0,synthetic
2025-11-24T12:35:35Z,31.96,72.3,0.18,2,0,0,buruk,0,real
2025-11-26T20:34:45Z,32.52,69.8,0.17,2,0,0,buruk,0,real
2025-10-05T16:46:00Z,29.65,75.6,12.41,1,1,0,bagus,0,synthetic
2025-10-02T10:14:00Z,26.83,86.63,3.43,1,1,0,bagus,0,synthetic
2025-10-17T06:22:00Z,31.82,74.82,9.38,2,0,0,buruk,0,synthetic
2025-10-02T16:09:00Z,27.94,89.99,14.46,1,1,0,bagus,0,synthetic
2025-11-27T01:41:52Z,32.71,69.83,0.21,2,0,0,buruk,0,real
2025-10-21T01:12:00Z,29.88,70.74,0.75,1,0,0,sedang,0,synthetic
2025-10-19T13:54:00Z,23.18,78.63,6.75,0,1,0,sedang,0,synthetic
2025-10-07T15:44:00Z,26.76,79.43,13.38,1,1,0,bagus,0,synthetic
2025-10-21T15:42:00Z,22.38,82.85,4.81,0,1,0,sedang,0,synthetic
2025-10-20T05:03:00Z,27.31,68.14,4.91,1,0,0,sedang,0,synthetic
2025-11-26T02:54:23Z,32.43,71.64,0.17,2,0,0,buruk,0,real
2025-11-26T12:51:36Z,32.78,71.26,0.23,2,0,0,buruk,0,real
2025-11-26T08:06:30Z,32.55,69.92,0.17,2,0,0,buruk,0,real
2025-11-26T00:57:21Z,32.37,71.41,0.17,2,0,0,buruk,0,real
2025-11-24T20:14:45Z,32.0,71.58,0.17,2,0,0,buruk,0,real
2025-10-18T19:42:00Z,29.61,94.02,14.03,1,2,0,sedang,0,synthetic
2025-10-20T11:21:00Z,29.71,72.07,7.95,1,0,0,sedang,0,synthetic
2025-11-23T20:14:16Z,31.72,73.0,0.17,2,0,0,buruk,0,real
2025-10-19T14:51:00Z,30.86,72.87,8.86,2,0,0,buruk,0,synthetic
2025-10-17T22:39:00Z,22.41,75.76,11.01,0,1,0,sedang,0,synthetic
2025-10-19T21:31:00Z,29.09,94.61,6.44,1,2,0,sedang,0,synthetic
2025-10-19T08:35:00Z,31.88,92.93,11.43,2,2,0,buruk,0,synthetic
2025-10-03T20:41:00Z,26.39,85.88,11.0,1,1,0,bagus,0,synthetic
2025-10-04T05:48:00Z,28.68,84.39,3.73,1,1,0,bagus,0,synthetic
2025-10-02T18:55:00Z,27.85,86.06,0.67,1,1,0,bagus,0,synthetic
2025-11-30T03:18:24Z,33.07,69.9,0.17,2,0,0,buruk,0,real
2025-10-05T11:57:00Z,27.57,86.63,14.65,1,1,0,bagus,0,synthetic
2025-10-21T07:00:00Z,25.85,73.77,13.56,0,0,0,buruk,0,synthetic
2025-10-05T00:12:00Z,27.39,80.12,2.18,1,1,0,bagus,0,synthetic
2025-10-16T08:22:00Z,30.74,70.96,0.37,2,0,0,buruk,0,synthetic
2025-10-05T06:21:00Z,28.25,80.0,5.28,1,1,0,bagus,0,synthetic
2025-10-20T21:41:00Z,31.29,70.89,12.23,2,0,0,buruk,0,synthetic
2025-11-28T17:30:42Z,32.99,70.86,0.17,2,0,0,buruk,0,real
2025-11-25T16:33:10Z,32.44,71.89,0.19,2,0,0,buruk,0,real
2025-10-16T05:12:00Z,29.54,70.57,8.44,1,0,0,sedang,0,synthetic
2025-10-06T09:41:00Z,27.08,83.23,5.36,1,1,0,bagus,0,synthetic
2025-10-15T04:14:00Z,33.93,82.94,2.65,2,1,0,sedang,0,synthetic
2025-11-30T09:43:32Z,33.23,68.68,0.17,2,0,0,buruk,0,real
2025-10-03T08:05:00Z,27.47,77.22,0.74,1,1,0,bagus,0,synthetic
2025-11-28T04:13:25Z,32.74,70.7,0.17,2,0,0,buruk,0,real
2025-10-07T20:20:00Z,29.5,85.62,9.31,1,1,0,bagus,0,synthetic
2025-10-03T23:54:00Z,26.5,89.53,3.94,1,1,0,bagus,0,synthetic
2025-11-26T22:05:47Z,32.52,69.84,0.17,2,0,0,buruk,0,real
2025-10-21T23:16:00Z,26.41,94.51,5.91,1,2,0,sedang,0,synthetic
2025-10-05T20:45:00Z,27.48,78.49,13.45,1,1,0,bagus,0,synthetic
2025-11-24T08:39:31Z,32.0,71.55,0.17,2,0,0,buruk,0,real
2025-10-18T06:21:00Z,24.08,70.5,4.27,0,0,0,buruk,0,synthetic
2025-10-15T10:33:00Z,23.44,83.65,11.86,0,1,0,sedang,0,synthetic
2025-10-01T09:40:00Z,26.92,89.52,14.77,1,1,0,bagus,0,synthetic
2025-11-28T04:32:25Z,32.75,70.72,0.17,2,0,0,buruk,0,real
2025-10-02T02:36:00Z,27.1,77.46,4.04,1,1,0,bagus,0,synthetic
2025-10-04T11:19:00Z,28.87,76.13,11.83,1,1,0,bagus,0,synthetic
2025-11-28T09:18:31Z,32.86,70.01,0.17,2,0,0,buruk,0,real
2025-11-28T01:24:22Z,32.69,69.68,0.17,2,0,0,buruk,0,real
2025-10-15T03:55:00Z,24.94,71.47,13.14,0,0,0,buruk,0,synthetic
2025-11-27T20:57:16Z,32.64,69.84,0.17,2,0,0,buruk,0,real
2025-10-16T08:45:00Z,28.1,66.85,14.02,1,0,0,sedang,0,synthetic
2025-10-20T02:40:00Z,30.66,85.96,3.66,2,1,0,sedang,0,synthetic
2025-10-03T10:18:00Z,29.61,85.33,7.85,1,1,0,bagus,0,synthetic
2025-11-26T21:18:46Z,32.5,69.95,0.17,2,0,0,buruk,0,real
2025-11-26T02:30:23Z,32.4,71.59,0.17,2,0,0,buruk,0,real
2025-11-27T20:50:16Z,32.64,69.75,0.17,2,0,0,buruk,0,real
2025-10-16T21:21:00Z,22.21,84.91,8.51,0,1,0,sedang,0,synthetic
2025-11-23T17:35:13Z,31.87,73.16,0.17,2,0,0,buruk,0,real
2025-11-29T04:45:56Z,32.89,70.11,0.17,2,0,0,buruk,0,real
2025-11-27T07:43:59Z,32.83,69.32,0.17,2,0,0,buruk,0,real
2025-10-15T03:18:00Z,32.48,89.4,6.44,2,1,0,sedang,0,synthetic
2025-11-28T11:47:35Z,32.95,70.53,0.17,2,0,0,buruk,0,real
2025-10-05T02:02:00Z,29.36,79.37,9.85,1,1,0,bagus,0,synthetic
2025-10-15T13:51:00Z,29.87,72.77,14.52,1,0,0,sedang,0,synthetic
2025-11-28T08:56:31Z,32.82,70.42,0.17,2,0,0,buruk,0,real
2025-11-25T11:59:04Z,32.34,71.8,0.23,2,0,0,buruk,0,real
2025-10-02T09:12:00Z,28.19,83.91,7.17,1,1,0,bagus,0,synthetic
2025-10-17T12:58:00Z,22.89,77.26,4.47,0,1,0,sedang,0,synthetic
2025-10-06T00:04:00Z,26.91,88.54,8.97,1,1,0,bagus,0,synthetic
2025-10-15T19:01:00Z,22.12,76.65,9.7,0,1,0,sedang,0,synthetic
2025-10-01T04:03:00Z,28.21,80.61,14.77,1,1,0,bagus,0,synthetic
2025-10-21T20:51:00Z,33.45,89.66,10.95,2,1,0,sedang,0,synthetic
2025-10-04T07:29:00Z,27.84,82.36,14.11,1,1,0,bagus,0,synthetic
2025-11-25T12:12:05Z,32.33,71.73,0.17,2,0,0,buruk,0,real
2025-10-19T06:18:00Z,29.61,94.42,5.8,1,2,0,sedang,0,synthetic
2025-10-02T02:34:00Z,27.76,86.97,5.38,1,1,0,bagus,0,synthetic
2025-10-18T05:22:00Z,25.58,70.31,4.77,0,0,0,buruk,0,synthetic
2025-10-05T23:50:00Z,28.17,78.58,13.29,1,1,0,bagus,0,synthetic
2025-11-25T19:29:14Z,32.43,72.39,0.18,2,0,0,buruk,0,real
2025-10-15T04:49:00Z,30.89,92.09,3.98,2,2,0,buruk,0,synthetic
2025-11-27T17:23:11Z,32.71,70.81,0.17,2,0,0,buruk,0,real
2025-11-24T22:21:47Z,31.95,71.8,0.23,2,0,0,buruk,0,real
2025-11-30T08:14:30Z,33.25,67.52,0.17,2,0,0,buruk,0,real
2025-11-25T16:51:10Z,32.41,71.92,0.17,2,0,0,buruk,0,real
2025-10-06T20:00:00Z,26.43,84.62,6.98,1,1,0,bagus,0,synthetic
2025-10-20T00:31:00Z,28.63,62.04,9.97,1,0,0,sedang,0,synthetic
2025-10-21T20:01:00Z,30.6,71.68,11.75,2,0,0,buruk,0,synthetic
2025-10-18T14:39:00Z,29.8,93.98,4.07,1,2,0,sedang,0,synthetic
2025-10-16T14:18:00Z,26.3,94.99,9.41,1,2,0,sedang,0,synthetic
2025-10-20T17:58:00Z,25.71,72.65,4.45,0,0,0,buruk,0,synthetic
2025-10-20T12:42:00Z,23.03,88.74,3.03,0,1,0,sedang,0,synthetic
2025-10-20T13:48:00Z,28.1,94.18,4.44,1,2,0,sedang,0,synthetic
2025-11-25T02:39:53Z,32.12,72.88,0.17,2,0,0,buruk,0,real
2025-10-01T11:41:00Z,26.85,84.06,9.23,1,1,0,bagus,0,synthetic
2025-10-15T13:14:00Z,27.77,69.31,3.7,1,0,0,sedang,0,synthetic
2025-10-03T21:38:00Z,27.55,87.19,1.91,1,1,0,bagus,0,synthetic
2025-10-04T08:37:00Z,27.43,79.73,0.1,1,1,0,bagus,0,synthetic
2025-10-19T15:11:00Z,24.13,85.3,9.89,0,1,0,sedang,0,synthetic
2025-10-04T05:31:00Z,27.15,83.24,1.17,1,1,0,bagus,0,synthetic
2025-11-23T16:56:12Z,31.88,72.8,0.17,2,0,0,buruk,0,real
2025-11-25T08:01:59Z,32.24,70.7,0.18,2,0,0,buruk,0,real
2025-10-01T18:55:00Z,26.79,88.95,10.24,1,1,0,bagus,0,synthetic
2025-10-05T08:34:00Z,29.49,80.74,6.76,1,1,0,bagus,0,synthetic
2025-10-15T13:38:00Z,33.51,78.57,0.12,2,1,0,sedang,0,synthetic
2025-10-21T23:08:00Z,27.8,67.63,1.56,1,0,0,sedang,0,synthetic
2025-10-21T10:41:00Z,27.96,91.71,6.89,1,2,0,sedang,0,synthetic
2025-10-19T21:38:00Z,32.12,86.42,14.38,2,1,0,sedang,0,synthetic
2025-10-16T08:51:00Z,24.53,71.63,8.33,0,0,0,buruk,0,synthetic
2025-10-20T22:59:00Z,30.54,79.86,7.76,2,1,0,sedang,0,synthetic
2025-10-20T02:15:00Z,30.4,71.08,1.4,2,0,0,buruk,0,synthetic
2025-11-29T05:20:57Z,32.89,69.68,0.17,2,0,0,buruk,0,real
2025-10-17T04:29:00Z,28.88,63.28,2.46,1,0,0,sedang,0,synthetic
2025-10-05T14:58:00Z,28.45,80.86,5.05,1,1,0,bagus,0,synthetic
2025-10-18T19:46:00Z,31.6,70.22,12.15,2,0,0,buruk,0,synthetic
2025-11-29T15:28:09Z,32.85,68.33,0.17,2,0,0,buruk,0,real
2025-10-15T03:29:00Z,33.85,81.91,11.81,2,1,0,sedang,0,synthetic
